"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Servicio de asesoría jurídica","BP1_36_04","Numérico",1,"b"
"Servicio de ayuda asistencial","BP1_36_05","Numérico",1,"0"
"Servicio de ayuda asistencial","BP1_36_05","Numérico",1,"1"
"Servicio de ayuda asistencial","BP1_36_05","Numérico",1,"b"
"Servicio de atención psicológica","BP1_36_06","Numérico",1,"0"
"Servicio de atención psicológica","BP1_36_06","Numérico",1,"1"
"Servicio de atención psicológica","BP1_36_06","Numérico",1,"b"
"Servicio de atención médica","BP1_36_07","Numérico",1,"0"
"Servicio de atención médica","BP1_36_07","Numérico",1,"1"
"Servicio de atención médica","BP1_36_07","Numérico",1,"b"
"Servicio de reparación del daño","BP1_36_08","Numérico",1,"0"
"Servicio de reparación del daño","BP1_36_08","Numérico",1,"1"
"Servicio de reparación del daño","BP1_36_08","Numérico",1,"b"
"Servicio de protección ","BP1_36_09","Numérico",1,"0"
"Servicio de protección ","BP1_36_09","Numérico",1,"1"
"Servicio de protección ","BP1_36_09","Numérico",1,"b"
"Otros servicios que deban ofrecer las autoridades","BP1_36_10","Numérico",1,"0"
"Otros servicios que deban ofrecer las autoridades","BP1_36_10","Numérico",1,"1"
"Otros servicios que deban ofrecer las autoridades","BP1_36_10","Numérico",1,"b"
"Ningún servicio que deban proporcionar las autoridades","BP1_36_11","Numérico",1,"0"
"Ningún servicio que deban proporcionar las autoridades","BP1_36_11","Numérico",1,"1"
"Ningún servicio que deban proporcionar las autoridades","BP1_36_11","Numérico",1,"b"
"Servicios que deban ofrecer las autoridades no especificado","BP1_36_99","Numérico",1,"0"
"Servicios que deban ofrecer las autoridades no especificado","BP1_36_99","Numérico",1,"1"
"Servicios que deban ofrecer las autoridades no especificado","BP1_36_99","Numérico",1,"b"
"Vehículo robado asegurado","BP2_1","Numérico",1,"1"
"Vehículo robado asegurado","BP2_1","Numérico",1,"2"
"Vehículo robado asegurado","BP2_1","Numérico",1,"9"
"Vehículo robado asegurado","BP2_1","Numérico",1,"b"
"Robo de cableado o instalación de cobre","BP3_1_01","Numérico",1,"0"
"Robo de cableado o instalación de cobre","BP3_1_01","Numérico",1,"1"
"Robo de cableado o instalación de cobre","BP3_1_01","Numérico",1,"b"
"Robo de mobiliario","BP3_1_02","Numérico",1,"0"
"Robo de mobiliario","BP3_1_02","Numérico",1,"1"
"Robo de mobiliario","BP3_1_02","Numérico",1,"b"
"Robo de equipo electrónico","BP3_1_03","Numérico",1,"0"
"Robo de equipo electrónico","BP3_1_03","Numérico",1,"1"
"Robo de equipo electrónico","BP3_1_03","Numérico",1,"b"
"Robo de electrodomésticos","BP3_1_04","Numérico",1,"0"
"Robo de electrodomésticos","BP3_1_04","Numérico",1,"1"
"Robo de electrodomésticos","BP3_1_04","Numérico",1,"b"
"Robo de bolsa, maleta, portafolio","BP3_1_05","Numérico",1,"0"
"Robo de bolsa, maleta, portafolio","BP3_1_05","Numérico",1,"1"
"Robo de bolsa, maleta, portafolio","BP3_1_05","Numérico",1,"b"
"Robo de joyas, reloj","BP3_1_06","Numérico",1,"0"
"Robo de joyas, reloj","BP3_1_06","Numérico",1,"1"
"Robo de joyas, reloj","BP3_1_06","Numérico",1,"b"
"Robo de dinero, tarjetas de crédito, cheques","BP3_1_07","Numérico",1,"0"
"Robo de dinero, tarjetas de crédito, cheques","BP3_1_07","Numérico",1,"1"
"Robo de dinero, tarjetas de crédito, cheques","BP3_1_07","Numérico",1,"b"
"Robo de identificación o documentos","BP3_1_08","Numérico",1,"0"
"Robo de identificación o documentos","BP3_1_08","Numérico",1,"1"
"Robo de identificación o documentos","BP3_1_08","Numérico",1,"b"
"Robo de teléfono celular","BP3_1_09","Numérico",1,"0"
"Robo de teléfono celular","BP3_1_09","Numérico",1,"1"
"Robo de teléfono celular","BP3_1_09","Numérico",1,"b"
"Robo de bicicleta","BP3_1_10","Numérico",1,"0"
"Robo de bicicleta","BP3_1_10","Numérico",1,"1"
"Robo de bicicleta","BP3_1_10","Numérico",1,"b"
"Robo de otro objeto","BP3_1_11","Numérico",1,"0"
"Robo de otro objeto","BP3_1_11","Numérico",1,"1"
"Robo de otro objeto","BP3_1_11","Numérico",1,"b"
"Nada robado","BP3_1_12","Numérico",1,"0"
"Nada robado","BP3_1_12","Numérico",1,"1"
"Nada robado","BP3_1_12","Numérico",1,"b"
"Robo de objeto no especificado","BP3_1_99","Numérico",1,"0"
"Robo de objeto no especificado","BP3_1_99","Numérico",1,"1"
"Robo de objeto no especificado","BP3_1_99","Numérico",1,"b"
"Presencia de algún(a) integrante del hogar al momento del robo a casa-habitación","BP3_2","Numérico",1,"1"
"Presencia de algún(a) integrante del hogar al momento del robo a casa-habitación","BP3_2","Numérico",1,"2"
"Presencia de algún(a) integrante del hogar al momento del robo a casa-habitación","BP3_2","Numérico",1,"9"
"Presencia de algún(a) integrante del hogar al momento del robo a casa-habitación","BP3_2","Numérico",1,"b"
"Tipo de fraude","BP4_1","Numérico",1,"1"
"Tipo de fraude","BP4_1","Numérico",1,"2"
"Tipo de fraude","BP4_1","Numérico",1,"3"
"Tipo de fraude","BP4_1","Numérico",1,"4"
"Tipo de fraude","BP4_1","Numérico",1,"5"
"Tipo de fraude","BP4_1","Numérico",1,"6"
"Tipo de fraude","BP4_1","Numérico",1,"9"
"Tipo de fraude","BP4_1","Numérico",1,"b"
"Tipo de extorsión","BP5_1","Numérico",1,"1"
"Tipo de extorsión","BP5_1","Numérico",1,"2"
"Tipo de extorsión","BP5_1","Numérico",1,"3"
"Extorsión en casa","BP5_1A_1","Numérico",1,"0"
"Extorsión en casa","BP5_1A_1","Numérico",1,"1"
"Extorsión en casa","BP5_1A_1","Numérico",1,"b"
"Extorsión en la calle","BP5_1A_2","Numérico",1,"0"
"Extorsión en la calle","BP5_1A_2","Numérico",1,"1"
"Extorsión en la calle","BP5_1A_2","Numérico",1,"b"
"Extorsión en negocio propio o familiar","BP5_1A_3","Numérico",1,"0"
"Extorsión en negocio propio o familiar","BP5_1A_3","Numérico",1,"1"
"Extorsión en negocio propio o familiar","BP5_1A_3","Numérico",1,"b"
"Extorsión en otro lugar","BP5_1A_4","Numérico",1,"0"
"Extorsión en otro lugar","BP5_1A_4","Numérico",1,"1"
"Extorsión en otro lugar","BP5_1A_4","Numérico",1,"b"
"Solicitaron dinero","BP5_2_1","Numérico",1,"0"
"Solicitaron dinero","BP5_2_1","Numérico",1,"1"
"Solicitaron dinero","BP5_2_1","Numérico",1,"b"
"Solicitaron otra cosa","BP5_2_2","Numérico",1,"0"
"Solicitaron otra cosa","BP5_2_2","Numérico",1,"1"
"Solicitaron otra cosa","BP5_2_2","Numérico",1,"b"
"No alcanzaron a solicitar nada","BP5_2_3","Numérico",1,"0"
"No alcanzaron a solicitar nada","BP5_2_3","Numérico",1,"1"
"No alcanzaron a solicitar nada","BP5_2_3","Numérico",1,"b"
"Entrega de lo exigido por el(la) extorsionador(a)","BP5_3","Numérico",1,"1"
"Entrega de lo exigido por el(la) extorsionador(a)","BP5_3","Numérico",1,"2"
"Entrega de lo exigido por el(la) extorsionador(a)","BP5_3","Numérico",1,"3"
"Entrega de lo exigido por el(la) extorsionador(a)","BP5_3","Numérico",1,"9"
"Entrega de lo exigido por el(la) extorsionador(a)","BP5_3","Numérico",1,"b"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"1"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"2"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"3"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"4"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"9"
"Tipo de secuestro (según tipo de exigencias) ","BP6_1","Numérico",1,"b"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"1"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"2"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"3"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"4"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"9"
"Entrega de lo exigido por los secuestradores","BP6_2","Numérico",1,"b"
"Procedencia del dinero pagado o entregado a los secuestradores","BP6_3","Numérico",1,"1"
"Procedencia del dinero pagado o entregado a los secuestradores","BP6_3","Numérico",1,"2"
"Procedencia del dinero pagado o entregado a los secuestradores","BP6_3","Numérico",1,"9"
"Procedencia del dinero pagado o entregado a los secuestradores","BP6_3","Numérico",1,"b"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"1"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"2"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"3"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"4"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"5"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"9"
"Tipo de ofensa contra la libertad y/o seguridad sexual","BP7_1","Numérico",1,"b"
"Factor delito","FAC_DEL","Numérico",6,"000001,…,999999"
"Factor delito en área urbana de interés","FAC_DEL_AM","Numérico",6,"000001,…,999999"
"Dominio","DOMINIO","Alfanumérico",1,"U"
"Dominio","DOMINIO","Alfanumérico",1,"C"
"Dominio","DOMINIO","Alfanumérico",1,"R"
"Estrato sociodemográfico","ESTRATO","Numérico",1,"1"
"Estrato sociodemográfico","ESTRATO","Numérico",1,"2"
"Estrato sociodemográfico","ESTRATO","Numérico",1,"3"
"Estrato sociodemográfico","ESTRATO","Numérico",1,"4"
"Estrato de diseño muestral","EST_DIS","Carácter",3,"001,…,607"
"Unidad primaria de muestreo","UPM_DIS","Carácter",7,"0000001,…,9999999"
